"","q5r1","q56","TechAttitudeMean","TechUseSocialMean","ShoppingAttitudeMean","SocialWebMean","RadioWebMean","VideoWebMean","LeaderMean","TVApp","NewsApp","Music","Entertainment","Gaming","SocialNet","ShoppingApp","OtherApps","Clusters","age"
"937",1,7,2.8,3.25,4.63636363636364,2.5,3.5,2.5,2.83333333333333,0,1,1,1,1,1,1,0,"4",3
"938",0,5,2.2,1.5,1.63636363636364,1.75,1,2.25,1.58333333333333,1,1,1,1,1,1,0,0,"4",3
"939",0,4,2.2,3,1.45454545454545,2.5,2.25,2.75,2.08333333333333,0,1,0,1,0,0,1,0,"3",9
"940",1,7,3,2.25,4.09090909090909,2.5,2.5,2,2.08333333333333,0,2,1,1,1,1,1,0,"4",4
"941",1,10,3,2.25,4.09090909090909,2.75,3.25,3.25,2,0,2,1,1,0,1,1,0,"3",4
"942",0,13,2.4,2.5,3.36363636363636,3,3,2.5,2.66666666666667,0,0,0,0,0,0,0,0,"3",7
"943",1,11,1,2.25,1.90909090909091,1.75,2.25,2,1.25,0,0,1,1,1,1,0,0,"2",5
"944",0,2,3.6,3.5,4.27272727272727,3,3.5,3.5,3.08333333333333,0,0,0,0,0,1,0,0,"1",8
"945",0,1,3,3,2.54545454545455,1.25,1.25,2,2.41666666666667,0,0,0,0,1,0,0,0,"3",2
"946",0,5,3.4,3,3.18181818181818,3.25,4,3.25,3.5,0,0,1,0,0,0,0,0,"3",2
"947",1,8,3.8,3,3.27272727272727,2.25,2.5,2.25,2.91666666666667,1,1,1,0,1,1,1,0,"2",5
"948",0,12,2.4,4.5,3.18181818181818,2,4,2.25,2.33333333333333,2,2,1,1,1,1,1,0,"4",6
"949",1,9,2.8,2.25,2.90909090909091,2.5,2.5,2,2,0,0,1,1,1,1,1,0,"4",3
"950",0,8,3.2,2.25,2.36363636363636,2.75,4,3.25,2.16666666666667,0,0,0,0,1,0,0,0,"3",3
"951",0,11,3.6,2.5,4.45454545454545,3.25,3,2.5,2.58333333333333,0,0,0,1,1,1,1,0,"1",6
"952",0,10,2.6,2,4.09090909090909,2.75,2.5,2.5,2.33333333333333,0,1,1,0,1,1,0,0,"2",3
"953",1,13,2.4,2.25,3.54545454545455,2,3.5,2.5,1.83333333333333,1,2,1,1,1,1,0,0,"2",6
"954",1,5,2,2,2.90909090909091,2,2.25,2.25,1.66666666666667,2,2,1,1,1,1,1,0,"4",3
"955",0,12,3.2,2.75,3.45454545454545,2.25,2.25,2.25,2.41666666666667,1,2,1,1,1,1,1,0,"4",6
"956",1,8,3,2.75,3.27272727272727,2.25,2.25,2.25,2.33333333333333,2,2,1,1,1,1,1,0,"4",3
"957",1,3,1.8,1.75,1.90909090909091,2.25,1.75,1.75,1.5,0,1,1,1,1,1,1,0,"4",2
"958",1,6,2.4,2.25,2.09090909090909,2,2.25,2,2.16666666666667,2,1,1,1,0,1,1,0,"4",3
"959",0,8,3,3.5,4.36363636363636,3.25,3.25,3.25,2.83333333333333,0,0,1,0,0,1,0,0,"1",8
"960",0,12,1,1,1,2.25,2.5,2.75,0.833333333333333,0,0,1,0,1,0,1,0,"3",8
"961",1,8,2.4,2.25,2.45454545454545,2.5,3,2.5,2,1,1,1,1,1,1,1,0,"4",5
"962",0,5,2,1.25,1.54545454545455,2.5,2.75,2.5,1.33333333333333,1,0,1,0,1,1,0,0,"2",2
"963",1,14,2.6,2.75,3.18181818181818,3.25,3,1,2.66666666666667,1,2,1,1,1,1,1,0,"4",7
"964",1,3,3.4,2,3.72727272727273,3.25,3.5,2.75,2.33333333333333,1,1,1,1,1,1,0,0,"2",4
"965",1,2,3,3.25,1.81818181818182,3.25,2.75,3.25,2.58333333333333,0,1,1,0,1,1,1,0,"2",2
"966",1,7,3,2.75,4.45454545454545,3.25,3,3.25,2.75,0,0,0,0,1,1,0,0,"1",2
"967",0,9,2.6,2.75,2.90909090909091,3,3,3.75,2.5,2,2,1,1,1,1,1,0,"4",7
"968",1,13,3,2,4.09090909090909,3,3.25,1.75,2.33333333333333,1,0,1,0,1,1,1,0,"2",2
"969",0,7,3.4,1.75,2.27272727272727,3,4,2.5,1.91666666666667,0,1,1,0,1,1,1,1,"3",5
"970",0,5,2.4,3.25,3.90909090909091,2.5,3.25,2.25,2.41666666666667,0,0,1,1,1,1,0,0,"2",5
"971",1,6,2.2,4,3.45454545454545,3,2.75,2.75,2.58333333333333,1,0,0,0,0,1,0,0,"1",3
"972",0,7,2.8,3.75,3.81818181818182,3.25,4,3,2.75,0,1,0,1,1,1,1,0,"1",2
"973",0,9,2.8,2.25,3.27272727272727,2.75,3,2.5,2.16666666666667,1,0,0,0,1,1,0,0,"1",3
"974",1,9,1.6,2,1.72727272727273,1,1.25,1,1.58333333333333,2,2,1,1,1,1,1,0,"4",3
"975",1,9,2.2,1.75,2.45454545454545,2.75,2.75,2.75,1.58333333333333,0,2,1,0,0,1,1,0,"3",8
"976",0,14,3.4,3,3.27272727272727,4,4,4,2.83333333333333,0,0,0,0,0,0,0,0,"3",5
"977",0,11,2.4,3,3.72727272727273,2.25,3,2,2.33333333333333,0,1,1,1,0,1,0,0,"1",3
"978",1,4,3,3.25,3.90909090909091,3,3,3.25,2.33333333333333,0,0,0,0,1,1,1,0,"1",4
"979",1,8,2.6,2.25,3,2.5,3,2.5,1.66666666666667,0,1,0,1,1,1,1,0,"4",8
"980",1,3,3.2,3,3.45454545454545,3.25,3.5,2.75,2.66666666666667,0,1,0,0,0,1,0,0,"1",8
"981",1,14,1.6,2,2.72727272727273,2.75,3.25,3,1.83333333333333,0,2,1,1,0,1,1,0,"3",8
"982",0,12,2.8,2,3.27272727272727,3.25,3.25,3.5,2.33333333333333,0,0,1,0,1,1,0,0,"2",5
"983",1,1,3,2.75,3.54545454545455,1.5,3,2.5,2.08333333333333,2,0,1,0,1,1,0,0,"2",6
"984",1,5,2.4,3.75,2.63636363636364,3,3,3,2.5,0,1,0,1,0,1,1,0,"1",4
"985",1,6,2.2,2.75,1.90909090909091,2.25,3,1.5,2.08333333333333,2,2,1,1,1,1,1,0,"4",3
"986",1,1,3,1,2,3.25,3.25,1.75,1.66666666666667,0,0,1,1,1,1,0,0,"2",2
"987",0,13,3,2.25,1.72727272727273,1,3.25,1.75,2.08333333333333,2,2,1,0,1,1,1,1,"3",7
"988",1,10,3.2,2.75,2.90909090909091,3.25,2.5,3.5,2.66666666666667,0,0,1,0,1,1,0,0,"2",3
"989",0,8,3,3,3.90909090909091,2.5,4,3.25,2.5,0,0,0,0,0,1,0,0,"1",8
"990",1,5,2.8,2,3,2.25,3.5,2.5,2.16666666666667,0,2,1,1,1,1,1,0,"4",3
"991",1,13,3.8,4.25,3.27272727272727,4,4,4,3.75,0,0,0,0,0,0,0,0,"3",9
"992",0,6,2,3.25,2.18181818181818,2.5,3.25,3.25,2.41666666666667,0,0,1,1,1,1,1,0,"4",2
"993",0,12,2.2,2.5,2.27272727272727,2.5,2.75,3.25,1.83333333333333,0,1,0,0,1,1,1,0,"1",2
"994",1,10,3.8,2.25,3.18181818181818,2,2.75,2,2.25,0,1,0,0,1,1,1,1,"3",5
"995",0,7,3.2,2.25,2.90909090909091,1.5,3,1.75,2.33333333333333,0,2,1,0,1,1,0,0,"2",4
"996",0,10,3.8,3,3.63636363636364,2.75,2.5,2.75,2.75,0,1,1,0,1,1,1,0,"4",7
"997",0,12,2.2,2,2.72727272727273,2,2.5,2.25,1.66666666666667,2,0,0,1,1,1,1,0,"4",10
"998",0,12,2,2,3.27272727272727,3.25,3.5,2.75,1.75,1,2,1,1,1,1,1,0,"4",1
"999",1,11,2.2,1.5,3.18181818181818,3.25,3.25,2.75,1.16666666666667,0,1,1,1,1,1,1,0,"4",5
"1000",0,4,2.8,2.5,1.54545454545455,3.25,3.25,3,2,0,0,0,1,0,0,0,0,"3",2
"1001",0,5,1,2,1,2.5,3,1.75,1.16666666666667,0,1,0,1,1,0,0,0,"3",2
"1002",1,1,2.8,3.25,2.81818181818182,3.25,2.75,2.5,2.83333333333333,1,1,0,0,1,1,0,0,"1",2
"1003",0,14,1.2,2,2.09090909090909,1.25,2.75,1.5,1.58333333333333,1,1,1,1,1,1,0,0,"4",3
"1004",0,7,2.2,3,1.45454545454545,1.5,1.5,1.75,2,1,2,1,1,0,0,1,0,"4",3
"1005",1,11,2.6,2.75,2.81818181818182,2.5,3,3,2.16666666666667,2,1,1,1,1,1,1,0,"4",6
"1006",1,8,3.8,2,4.45454545454545,1.75,2.5,2,2.33333333333333,0,1,0,1,1,1,0,0,"2",8
"1007",0,13,2.8,2.5,4.63636363636364,3.5,3.5,3.5,2.5,0,1,1,1,1,1,0,0,"2",9
"1008",1,10,1.8,2.75,3.45454545454545,2.75,3.25,3,1.83333333333333,0,0,1,0,1,1,0,0,"2",2
"1009",1,14,3.4,3,3.54545454545455,2.5,3,3.25,2.5,0,2,1,1,0,1,0,0,"1",11
"1010",0,9,2.4,3,1.72727272727273,2.25,1.75,3,1.91666666666667,1,2,1,1,1,1,1,0,"4",8
"1011",0,7,3,2.75,2.72727272727273,3.25,2.75,3.25,2.33333333333333,2,1,1,1,1,1,0,0,"4",2
"1012",0,7,2.8,2.5,3.81818181818182,3.25,3.25,2.75,2.16666666666667,0,1,1,0,1,1,0,0,"2",5
"1013",0,8,2,3,2.27272727272727,1,2.5,1.5,2.08333333333333,0,1,1,1,1,1,1,0,"4",2
"1014",0,3,3.6,4,3.09090909090909,3.25,3.5,3.25,3.08333333333333,0,0,0,0,1,0,0,0,"3",1
"1015",1,6,2.6,2.5,2.54545454545455,3.25,3,2.25,2,0,1,1,0,1,1,1,0,"2",3
"1016",0,7,2,2.25,1.63636363636364,4,3.25,1.75,1.58333333333333,1,1,1,1,1,1,1,0,"4",5
"1017",1,9,2.8,2,2.63636363636364,1.75,2.75,2.25,1.75,0,2,1,1,1,1,0,0,"2",7
"1018",0,6,2.6,2.75,5,4,4,4,3,0,0,0,0,0,0,0,0,"1",11
"1019",0,4,4.2,3,3.27272727272727,1.75,2.25,2.5,2.5,0,0,0,0,0,1,0,0,"1",2
"1020",0,9,2.4,2.75,3.54545454545455,2.75,4,2.5,1.91666666666667,0,1,0,0,1,1,0,0,"1",8
"1021",1,11,2.8,3.25,3.36363636363636,1.5,1.5,1.5,2.33333333333333,2,1,1,1,1,1,1,0,"4",5
"1022",0,14,3.2,2.25,1.90909090909091,1.5,2.25,1.75,1.83333333333333,2,2,1,1,1,1,1,0,"4",4
"1023",1,3,2.4,4.75,4.09090909090909,3.25,4,2.5,2.66666666666667,0,0,1,0,1,1,1,0,"2",3
"1024",0,3,2.2,3.25,2.81818181818182,2.5,3,2.25,2.25,0,2,0,1,1,1,0,0,"1",2
"1025",1,1,2.6,2,3.63636363636364,2.25,3.25,2.75,2.08333333333333,1,0,1,1,1,1,1,1,"3",2
"1026",1,2,3.4,3.5,3.54545454545455,2.5,2.25,2.5,3,0,0,1,1,1,1,0,0,"2",2
"1027",0,9,3,2,3.54545454545455,4,4,2.75,2.41666666666667,0,1,0,1,1,0,0,0,"3",2
"1028",0,14,3.2,1.5,5.63636363636364,3.25,4,3,2.66666666666667,0,1,1,0,1,1,1,0,"4",8
"1029",1,7,1,1,2.81818181818182,2.5,2.75,2.75,0.833333333333333,1,2,1,1,1,1,0,0,"4",3
"1030",0,6,1.8,2.75,3.90909090909091,2.25,2.25,2.5,2.33333333333333,0,1,1,0,1,1,0,0,"2",6
"1031",0,5,2.4,3.5,3.72727272727273,2.25,3.5,3.25,2.41666666666667,0,0,1,0,0,1,0,0,"1",2
"1032",1,1,2,2.5,2.54545454545455,2.5,3.5,2.75,1.91666666666667,0,0,1,0,1,1,0,0,"2",3
"1033",0,4,2.4,2.5,2.36363636363636,2.25,2,2.5,1.83333333333333,2,2,1,0,1,1,1,0,"4",2
"1034",0,8,3,2.25,3.18181818181818,2.75,2.5,2.75,2.16666666666667,1,0,1,0,1,1,1,0,"2",3
"1035",0,1,1.4,2,1.09090909090909,3.25,1.75,2.25,1.33333333333333,0,0,0,0,1,0,0,0,"3",4
"1036",1,10,3.6,3,3.81818181818182,3.25,4,2.75,2.75,0,1,1,1,0,1,0,0,"1",9
"1037",0,6,2,2.75,2.81818181818182,3,3.25,3.25,2.16666666666667,0,0,1,0,1,1,0,0,"2",2
"1038",0,8,2,2.5,2.54545454545455,2.5,3.25,3.25,2,0,1,1,1,1,1,1,0,"4",2
"1039",1,8,3,2.25,2.09090909090909,1,1,1.75,2.08333333333333,2,2,1,1,1,1,1,1,"4",3
"1040",1,14,5,5,5,2,2,2,4.16666666666667,0,0,0,0,1,0,0,0,"1",1
"1041",0,4,2.6,2.25,4.63636363636364,3.25,3.25,3.75,2.08333333333333,0,0,0,1,1,0,0,0,"3",2
"1042",0,1,2.6,4.25,3.27272727272727,3.25,3.25,2.75,2.75,0,0,1,1,1,1,0,0,"2",2
"1043",0,1,2,2.75,3.09090909090909,3.25,4,3.25,2,2,0,0,1,1,1,0,1,"3",1
"1044",1,7,1.6,3.75,2.72727272727273,2.75,3,3.25,2.16666666666667,0,2,1,1,1,1,0,0,"2",2
"1045",0,5,2.8,3,4.63636363636364,4,3.25,4,3.41666666666667,0,0,0,0,0,0,0,0,"1",2
"1046",1,9,1,1,1,1,1,1,0.833333333333333,2,2,1,1,1,1,1,0,"4",2
"1047",0,14,2.8,2.5,3.90909090909091,2.75,3.5,3.25,2.25,0,0,0,0,1,0,1,0,"3",7
"1048",0,8,2.2,1.25,3.27272727272727,2.75,4,2.75,1.58333333333333,0,2,1,0,0,1,1,0,"3",4
"1049",1,6,2.4,2.5,2.27272727272727,2,3.75,1.75,1.75,1,1,1,0,0,1,1,0,"3",3
"1050",0,4,3.2,3.5,3.27272727272727,2,2,2.5,2.58333333333333,0,0,0,0,1,0,0,0,"3",4
"1051",1,11,3,3.5,4.27272727272727,3.5,3.25,3.75,2.41666666666667,0,1,0,0,1,1,0,0,"1",8
"1052",0,5,3.2,2.5,3.63636363636364,3,3.25,2.75,2.83333333333333,0,1,1,0,0,1,1,1,"3",5
"1053",0,9,3,2.75,3.45454545454545,3,4,3,2.25,0,1,0,1,1,1,0,0,"1",6
"1054",1,9,2.8,2.5,3,2.5,3.5,2.25,2.33333333333333,0,0,1,1,0,1,0,0,"1",1
"1055",0,5,1.4,3.5,4.09090909090909,3,3.25,3.5,1.83333333333333,1,1,1,0,0,1,0,0,"1",3
"1056",1,11,2.2,1.5,2.36363636363636,2.5,3,2.25,1.75,1,1,1,1,1,1,1,0,"4",5
"1057",1,5,3,2.25,1,1.75,1.5,1.5,2.08333333333333,1,2,1,1,1,1,1,0,"4",2
"1058",0,6,2.2,2.75,2.81818181818182,2,2,1.5,2.16666666666667,1,0,1,0,0,0,1,1,"3",6
"1059",1,7,2.4,3,3.18181818181818,2.5,2.5,2.5,2.16666666666667,1,2,1,0,1,1,0,0,"2",3
"1060",1,9,2.2,2,2,2.25,3.25,3.75,1.5,0,1,0,0,1,1,0,0,"1",8
"1061",1,5,2.6,2,1.81818181818182,1.75,1.25,2,2.08333333333333,1,2,1,1,1,1,1,0,"4",2
"1062",0,6,4.4,3,3.63636363636364,3.5,3.25,3.5,3.08333333333333,0,0,1,1,1,1,0,0,"1",1
"1063",0,14,2.6,3,2.18181818181818,2.5,4,3.25,2.16666666666667,0,1,1,1,1,1,0,0,"2",5
"1064",0,5,1.2,1.75,2.09090909090909,2.75,3.25,2.75,1.16666666666667,1,2,1,1,1,1,1,0,"4",3
"1065",0,8,2.8,4.5,3,2.75,3.5,3.5,3.08333333333333,0,0,1,0,1,1,0,0,"2",8
"1066",1,6,1.6,3.25,2.63636363636364,2.5,2.25,3,1.91666666666667,0,1,1,1,1,1,0,0,"2",2
"1067",1,13,3.6,2,4.27272727272727,3.25,4,3.25,2.25,0,0,1,1,1,1,1,0,"4",6
"1068",0,6,2,1.75,2.90909090909091,2.75,3.25,2.75,1.5,1,2,1,1,1,1,1,0,"4",2
"1069",1,14,6,6,4,2,2.5,2.25,5,0,0,0,1,0,0,0,0,"1",2
"1070",1,4,2.2,2.25,2,2,2.75,3.5,1.91666666666667,1,1,0,1,0,1,0,0,"1",8
"1071",1,7,2,2.25,1.27272727272727,1.25,1.25,1.25,1.66666666666667,2,2,1,1,1,1,1,0,"4",4
"1072",0,3,3,3,3,1.5,1.5,1.5,2.5,2,2,1,1,1,1,1,0,"4",2
"1073",0,8,2.4,2.25,2.09090909090909,3.25,2,2.75,1.66666666666667,0,0,1,0,1,1,0,0,"2",6
"1074",1,8,2.4,1.5,3.90909090909091,2,3.75,2,1.33333333333333,0,2,1,0,1,1,1,0,"2",4
"1075",0,8,2,2.25,2.45454545454545,2.75,4,1.25,1.5,1,2,1,0,1,1,1,0,"2",4
"1076",0,14,1.8,2.5,2.63636363636364,2,3.25,2.25,1.83333333333333,1,0,0,1,1,1,1,0,"4",2
"1077",1,2,2,3.25,3.54545454545455,3.25,3.75,3.25,2,0,0,0,0,0,1,0,0,"1",2
"1078",0,14,3.2,2,2.54545454545455,1.5,1.75,1.75,1.91666666666667,0,1,1,0,0,0,1,0,"3",2
"1079",1,7,1.8,2.25,1.54545454545455,2,2.75,2,1.58333333333333,2,2,1,1,1,1,1,0,"4",3
"1080",0,14,3.4,2.75,3.90909090909091,2.75,4,3,2.5,0,1,1,1,0,1,0,0,"3",8
"1081",1,13,3.6,3.75,4,4,4,3.5,3.08333333333333,0,0,0,0,0,0,0,0,"3",11
"1082",0,11,2.4,2.25,2.45454545454545,2,2.5,2.5,1.75,2,1,0,1,1,1,1,0,"4",3
"1083",1,11,2.6,3.25,3,2.5,3,2.5,2.66666666666667,0,2,1,1,1,1,0,0,"2",2
"1084",1,6,2.4,2.25,2.81818181818182,2.25,3.25,2,1.83333333333333,1,0,1,1,1,1,0,0,"2",2
"1085",1,13,3.4,3.75,4,3.5,4,3.75,2.75,0,0,0,0,0,1,0,0,"1",7
"1086",1,9,2.8,2.5,3.27272727272727,2.25,2.25,1.75,2.25,0,0,1,0,0,1,1,0,"3",2
"1087",1,14,2.2,2,4.54545454545455,2.25,4,3,1.75,0,2,1,1,0,1,0,0,"1",7
"1088",0,7,2.6,2.5,2.45454545454545,1,1,1,2.16666666666667,0,1,0,1,1,0,0,1,"3",7
"1089",1,7,3.8,2.5,2.72727272727273,3.25,4,3.5,2.58333333333333,0,0,1,0,1,1,1,1,"3",8
"1090",0,9,3,4.25,3.09090909090909,3.25,3.25,3.75,3,0,1,0,0,1,0,0,0,"3",5
"1091",1,14,3.8,2,2.90909090909091,2,2.5,2.25,2.33333333333333,1,1,1,1,1,1,1,0,"4",4
"1092",1,9,2.2,2,1.54545454545455,2.25,3,2.5,1.5,1,1,1,1,0,1,1,0,"4",6
"1093",1,6,2.2,2.5,3,3.25,2.75,3.25,2.33333333333333,0,0,0,0,0,1,0,0,"1",3
"1094",0,5,3,3,2.90909090909091,2.5,4,3.25,2.33333333333333,0,0,0,0,1,0,0,0,"3",4
"1095",1,10,1.8,1,1,4,4,4,1.16666666666667,2,2,1,1,1,1,1,0,"4",2
"1096",0,1,3,2.5,3.18181818181818,2.25,3.5,3,2.16666666666667,0,0,1,0,0,1,1,1,"3",10
"1097",1,1,1.4,1.5,1.72727272727273,1.5,1,1.75,1.16666666666667,2,2,1,1,1,1,1,0,"4",5
"1098",1,9,2.4,2.25,2.27272727272727,2.25,3.25,2.25,2,0,1,1,1,1,1,1,0,"4",4
"1099",0,3,1.8,1,1.45454545454545,3.25,3.25,3.25,1.16666666666667,0,0,1,0,1,1,1,0,"1",2
"1100",0,6,3,2.5,3.90909090909091,2.25,3.25,3,2.41666666666667,0,1,1,0,1,1,1,0,"2",4
"1101",0,7,3,2.5,2.63636363636364,3,4,4,2.16666666666667,0,0,0,0,0,1,0,0,"1",9
"1102",1,5,3.2,2.25,2.90909090909091,1.75,4,2,2.08333333333333,2,1,1,1,1,1,1,0,"4",6
"1103",0,12,2.4,3,3.72727272727273,3.75,3,3.5,2.58333333333333,1,1,0,0,1,0,1,0,"3",9
"1104",1,9,4,3.5,4.36363636363636,3.5,3.5,3.75,3,0,0,1,1,0,1,0,0,"1",8
"1105",1,5,3,3,3.36363636363636,2.5,4,3.75,2.41666666666667,0,0,1,0,0,1,0,0,"1",7
"1106",0,9,2,2,2.90909090909091,3,3,3,1.66666666666667,0,0,0,1,0,0,0,0,"3",2
"1107",0,9,2.8,2.75,2.90909090909091,3,4,3.25,2.66666666666667,0,0,0,0,0,0,0,0,"3",11
"1108",0,14,3,3,2.45454545454545,3,3.25,3.25,2.5,1,2,1,1,1,1,0,0,"2",2
"1109",0,9,3,4.75,3.45454545454545,3.75,3.25,3.75,3.25,0,0,1,1,1,1,1,0,"2",5
"1110",1,5,2.8,3.75,2.81818181818182,2.5,2.25,3.25,2.58333333333333,0,0,1,0,1,1,1,0,"2",6
"1111",1,4,1.4,2.25,1.27272727272727,2.5,1.75,1.25,1.41666666666667,2,2,1,1,1,1,1,0,"4",2
"1112",1,6,2.6,2.75,4.18181818181818,3,3,3,2.33333333333333,0,1,1,0,1,1,0,0,"2",4
"1113",1,9,3.2,3.5,2.63636363636364,3.5,4,3.75,2.66666666666667,0,1,0,0,0,1,1,0,"1",10
"1114",0,4,2.2,1.5,2.90909090909091,2.75,2.5,2.5,1.66666666666667,0,2,1,1,1,1,0,1,"3",6
"1115",1,11,3,3,3,4,4,4,2.5,0,0,0,0,1,0,0,0,"3",7
"1116",1,5,1.6,2,2.54545454545455,3.25,3.75,2.75,1.58333333333333,0,1,0,1,1,1,0,0,"1",3
"1117",1,14,1,1,1,2.75,3.75,2.75,0.833333333333333,1,0,1,1,1,1,1,0,"4",4
"1118",1,8,2.8,2,2.45454545454545,2.5,4,2.75,1.91666666666667,0,0,1,1,1,1,0,0,"2",2
"1119",0,14,2.6,2.25,3.27272727272727,3.5,3.75,3,2.41666666666667,0,1,1,0,0,1,1,0,"3",8
"1120",1,12,3.4,2.75,2.36363636363636,2.5,4,3.25,2.16666666666667,0,1,1,0,1,1,0,0,"2",3
"1121",0,3,3.8,3,3.81818181818182,3.5,4,3.75,2.91666666666667,0,0,0,1,1,1,0,0,"1",3
"1122",1,1,1,1,1,1.75,3.75,3.75,0.833333333333333,0,0,0,0,0,1,0,0,"1",4
"1123",0,12,2.2,2.25,2,3.25,3,3,1.91666666666667,0,0,0,0,1,1,1,0,"1",6
"1124",1,10,1.8,1,1.90909090909091,2.25,2.25,2,1.16666666666667,2,2,1,1,1,1,1,0,"4",3
"1125",0,13,2,2,2.09090909090909,2.25,2,2,1.66666666666667,2,1,0,1,0,0,1,0,"4",3
"1126",0,8,4.2,3.25,3.45454545454545,3.25,4,3,2.66666666666667,0,0,0,0,1,1,0,0,"1",3
"1127",1,12,2.8,2.5,3.27272727272727,1.75,2.25,1.5,2.25,2,0,0,0,1,0,1,0,"3",5
"1128",0,7,3.8,3,3.54545454545455,2.25,2.25,2.5,3.25,0,1,0,0,1,1,0,0,"1",2
"1129",0,9,1,1,1.18181818181818,1,1.25,1.25,0.833333333333333,2,1,1,1,1,1,0,0,"4",6
"1130",0,12,2.6,1.75,3.36363636363636,3.25,2.75,2.75,1.91666666666667,0,0,1,0,1,1,0,0,"2",6
"1131",0,8,3.4,2.75,3.09090909090909,2.5,3.5,3,2.5,0,0,1,0,1,1,1,1,"3",6
"1132",1,14,2.4,1.5,3.18181818181818,2.25,3.5,2.25,1.41666666666667,0,2,1,0,1,1,1,0,"2",3
"1133",1,7,1.6,2.25,2.36363636363636,2.25,1,2,1.66666666666667,2,2,1,1,1,1,1,0,"4",2
"1134",0,10,3.2,4.25,3.63636363636364,2.5,3.25,2,3,0,0,1,0,1,1,0,0,"2",3
"1135",1,7,3,4.75,3.90909090909091,3.5,3.5,4,2.66666666666667,0,0,1,0,1,1,0,0,"2",4
"1136",1,9,2.6,2.5,3.81818181818182,2.25,4,3.75,2.41666666666667,0,0,1,0,1,1,0,0,"2",6
"1137",0,9,3,3,4.27272727272727,2.5,3.25,2.25,2.75,1,1,1,1,1,1,1,0,"4",7
"1138",0,6,3.4,3.75,4,3,3,3.5,2.75,0,0,0,0,1,1,0,0,"1",7
"1139",1,11,3.2,1.75,2.81818181818182,2.5,3.25,3.25,2.33333333333333,1,0,1,0,1,1,0,0,"2",6
"1140",1,10,1.6,2.5,2.72727272727273,1.75,3.5,1.75,1.66666666666667,0,0,1,1,0,1,1,0,"3",7
"1141",1,5,2.2,2.5,2.09090909090909,3.25,2,3.25,2.08333333333333,0,0,1,0,0,0,0,0,"3",4
"1142",1,6,2.2,1.75,1.81818181818182,2.5,3,2.75,1.66666666666667,1,2,1,1,1,1,0,0,"4",2
"1143",1,9,2.6,3.25,2.18181818181818,2.5,4,3.5,2.41666666666667,0,0,1,0,1,1,1,0,"2",5
"1144",0,13,2.2,2.5,3.36363636363636,3.25,3.5,3,1.83333333333333,0,0,1,0,1,1,0,0,"2",8
"1145",1,13,1.6,2.75,4,4,3.5,3.25,1.91666666666667,0,1,0,0,0,0,1,0,"3",7
"1146",0,14,2,2.75,1.54545454545455,2.5,3.75,3.5,1.83333333333333,0,1,1,1,1,1,1,0,"4",8
"1147",0,10,3,2.25,2,2.5,3.25,3.25,2.08333333333333,0,0,1,0,1,1,0,0,"2",4
"1148",1,5,2.2,3,4,3.25,3.5,2.5,2.08333333333333,0,0,1,0,1,1,0,0,"2",4
"1149",0,5,3,3,3,2.75,4,3.25,2.5,0,1,1,0,1,0,0,0,"3",7
"1150",0,13,3.2,2.75,3.09090909090909,2.5,4,3.25,2.33333333333333,0,2,1,0,0,1,0,0,"3",9
"1151",0,5,1.4,2.25,2.09090909090909,3.25,3.5,3.5,1.5,1,0,0,1,0,1,0,0,"1",7
"1152",1,10,1,1,2.54545454545455,2.5,2.25,2.75,0.916666666666667,2,1,0,1,1,1,1,0,"4",5
"1153",1,4,1,1,1,1,1,1,0.833333333333333,0,1,1,0,0,0,1,1,"4",2
"1154",1,1,2,2.5,1.72727272727273,2,2.25,1.75,1.5,1,0,1,0,1,1,0,0,"2",2
"1155",0,4,2.6,2.5,4,2.25,3.25,3.25,2.66666666666667,0,1,1,1,1,1,1,0,"4",4
"1156",0,10,3.8,2.5,4,3.5,3.5,3.5,3,1,0,1,1,1,1,1,0,"2",6
"1157",0,14,3.2,2,2.81818181818182,3.5,3.75,2.75,2.08333333333333,0,1,1,0,1,1,0,0,"2",4
"1158",1,11,2.6,2.5,1.81818181818182,2,3.25,3,2.08333333333333,1,1,1,1,1,1,1,0,"4",5
"1159",0,8,3,2.5,2.27272727272727,3,3.5,2.75,2.5,0,0,1,0,1,1,0,0,"2",9
"1160",0,11,2.4,3,2.72727272727273,3.25,3.5,2.5,2.25,0,0,1,0,1,1,0,1,"3",2
"1161",0,4,4,4,5,3,4,4,3.41666666666667,0,1,1,1,1,1,0,0,"2",9
"1162",1,5,2.8,2.5,2.45454545454545,3,3,2.75,2.08333333333333,0,0,1,0,1,1,1,0,"2",5
"1163",1,5,3.2,3.5,3.63636363636364,1.75,2.75,2.5,2.83333333333333,0,0,0,0,0,1,0,0,"1",8
"1164",1,2,2.2,3,3.72727272727273,3.25,2.75,3.75,2.25,0,1,1,1,1,1,0,0,"2",4
"1165",1,8,2.6,2,4.63636363636364,3.25,3.5,3.5,2.25,0,1,0,0,1,1,0,0,"1",7
"1166",1,6,2.4,1.75,3.18181818181818,2,2.75,2,1.91666666666667,2,2,0,0,1,1,1,1,"3",2
"1167",1,1,2,2.25,3.81818181818182,2.75,3,1.25,1.75,0,2,1,1,1,1,1,0,"4",5
"1168",0,2,3.6,3.25,4.27272727272727,3.5,4,3.5,2.83333333333333,0,1,0,0,0,1,0,0,"1",3
