"","TechAttitudeMean","TechUseSocialMean","ShoppingAttitudeMean","SocialWebMean","RadioWebMean","VideoWebMean","LeaderMean","Income","Clusters"
"526",1.6,2.75,2.45454545454545,3.25,2.5,2.75,1.83333333333333,2,1
"2236",2.8,2.5,2.09090909090909,2,2.25,2.25,2,6,4
"1199",2.6,2.25,2.81818181818182,2.5,2.25,2.5,1.91666666666667,14,4
"1035",3.6,3.25,4.81818181818182,3.25,4,4,2.58333333333333,12,3
"1586",1.4,1.75,4,2.75,3.5,3,1.58333333333333,5,1
"912",2.8,3.5,3.54545454545455,4,4,3.75,2.91666666666667,9,3
"123",2,2,2,1.75,2.5,2.5,1.66666666666667,5,4
"55",2.6,3,3.18181818181818,2,3.75,3,2.58333333333333,2,2
"283",2.6,2.5,4.63636363636364,3,3,2.5,1.66666666666667,6,2
"766",3.4,3.5,3.81818181818182,3.5,3.5,3.25,3.25,10,3
"127",1.8,2.25,3.27272727272727,4,3,3.25,2.08333333333333,4,1
"1930",3.6,2.25,3.36363636363636,3.5,4,2.75,2.66666666666667,8,2
"1279",3.4,2.5,4.09090909090909,2.75,3.5,3.5,2.41666666666667,14,2
"1955",2.4,1.75,2.27272727272727,3.5,3,3.5,1.83333333333333,9,1
"409",2.4,2,2.09090909090909,3.25,2,3,2.08333333333333,7,1
"1676",3.6,2,2.54545454545455,3,3.75,3.5,2.5,5,3
"2073",1.8,2.75,3.45454545454545,3.25,3.25,3.5,1.66666666666667,5,1
"2102",2.8,2.25,2.72727272727273,1.75,2,1.25,2.08333333333333,7,4
"1210",2,2.5,2.36363636363636,2.5,3.25,3.5,1.91666666666667,10,1
"185",2.8,2.5,3.18181818181818,3,3.5,3,2.33333333333333,6,1
"1493",2.2,1.75,1.72727272727273,1.75,3.25,2,1.58333333333333,12,4
"2365",1,1.5,1,1,1,1,1,13,4
"70",2.8,3.75,3.54545454545455,2.75,3.25,1.75,2.5,6,2
"969",2.2,3.5,2.90909090909091,3.25,3.25,3.25,2.41666666666667,6,3
"68",3.4,3,3.18181818181818,3.25,2.75,2.75,2.83333333333333,4,3
"2050",3.8,4,4.81818181818182,2.5,3.25,2.75,2.91666666666667,9,3
"2373",2,3,3.27272727272727,2.5,2.5,2,2.08333333333333,12,2
"1374",2,2.25,3.90909090909091,2,3.5,2.75,1.91666666666667,11,2
"1172",1.6,2.5,1.81818181818182,2.5,2.5,3,1.58333333333333,4,4
"1566",2,1.75,3.54545454545455,3,3.5,2.25,1.66666666666667,7,1
"1979",4,2.5,2.63636363636364,3.25,2.75,3.75,2.75,12,3
"477",1.8,2.75,3.36363636363636,2.5,3.5,2.25,1.83333333333333,8,2
"964",3.4,3,3.18181818181818,2.25,2.25,3,2.83333333333333,10,2
"2261",1,1,1,1,1,1.5,0.833333333333333,10,4
"49",3.4,2.5,3.45454545454545,2,2.25,2.25,2.33333333333333,12,1
"1957",2.2,2.25,2.54545454545455,3.25,3.25,2.75,1.75,4,1
"1081",1.6,2.25,1.90909090909091,1.5,2,2.25,1.91666666666667,7,4
"1991",2.4,1.5,2.81818181818182,3.25,3.75,2.75,1.91666666666667,4,1
"825",2,2.25,2,2.75,2.75,2.5,1.75,7,4
"1119",3.2,2.25,3.27272727272727,2.75,3.5,3.5,2.16666666666667,12,2
"946",3,3,3,3.25,3.5,2.75,2.5,14,3
"582",2.2,2.75,3.09090909090909,1.75,2.25,2.5,2.08333333333333,11,4
"391",3,2.25,1.45454545454545,1,1,1,2.08333333333333,7,4
"1327",2.6,3,3.72727272727273,3.25,3.25,2.75,1.91666666666667,2,1
"1315",3.2,2.5,3.45454545454545,1.75,3,2.25,2.16666666666667,9,2
"1847",3,2.5,2.27272727272727,3,3.75,2.75,2.25,14,2
"719",4.2,3.75,2.54545454545455,3.5,2,2.75,2.75,9,3
"2156",2.6,2.75,2.27272727272727,2,2.5,2,2.5,9,4
"1160",2.2,3,3.90909090909091,2.5,4,2,2.33333333333333,9,2
"2174",1.6,1.75,1.72727272727273,1.5,1.25,1.5,1.58333333333333,13,4
"1875",2.2,2.25,2.09090909090909,3.25,3.25,3.25,1.83333333333333,6,1
"2134",1.6,2.5,2,1.25,2,1.5,1.58333333333333,7,4
"2015",3,2.75,3.81818181818182,3.25,4,3,2.58333333333333,5,1
"1452",2.8,2.25,2.81818181818182,2.5,3.25,2.75,2,14,2
"2316",2.8,2.5,2.72727272727273,1.5,2.25,2,2.16666666666667,7,4
"2052",2.6,2,2.72727272727273,2.5,2.5,2.75,2,13,4
"1798",2.4,2.25,2.54545454545455,2.5,3.5,3,1.5,8,1
"168",2,2,2.27272727272727,2.25,2.25,2.25,1.66666666666667,10,4
"1551",3.2,3.25,3.90909090909091,3.25,4,3,3,5,3
"2319",1.6,2,1.81818181818182,2,1,2.25,1.58333333333333,9,4
"487",3.4,3.25,3.09090909090909,1.5,2,2,2.58333333333333,2,2
"29",3,3,3.36363636363636,3.5,4,3.5,2.5,13,3
"2140",1.6,2.75,4.36363636363636,3.25,2.75,2.5,2.25,1,1
"2229",1.6,1.5,1.81818181818182,1.25,1.75,1.5,1.25,5,4
"2037",2.8,2.5,2.90909090909091,3,3.75,2.75,2.25,7,1
"836",1.4,1.5,2.09090909090909,1.5,1.25,1.5,1.58333333333333,6,4
"2186",3.2,3,3.36363636363636,1.75,2,2,2.16666666666667,7,2
"597",2.6,2.5,3.18181818181818,2.75,2.75,3,2,12,2
"2393",2.8,2.5,1.81818181818182,3.25,4,2.75,2.25,9,3
"2031",2.6,2.5,3,2,3.75,2.75,2.08333333333333,6,2
"1630",1.8,1.5,3.09090909090909,2.75,2.5,2.25,1.58333333333333,12,4
"2372",2.6,2.75,3.72727272727273,3,2.25,2.25,1.91666666666667,10,2
"1489",4.4,3.25,6,3.25,3.5,2.75,3.41666666666667,2,3
"995",3,3,3,2,2,2,2.5,7,2
"925",2,1.75,2.36363636363636,2.75,2,2.25,1.58333333333333,6,4
"702",1.2,1.5,2,1,1,1,1.41666666666667,8,4
"2383",1.8,2.5,3.45454545454545,3.75,2.75,2.5,2.16666666666667,10,2
"460",2.8,2.25,1.72727272727273,3,3.5,3.25,1.83333333333333,8,1
"136",2.4,3.25,3,3,3.5,2.5,2.5,5,1
"608",3,2.25,3.36363636363636,2.75,1.75,2,2.33333333333333,3,4
"1652",2.6,4,3.90909090909091,3.25,4,3,2.66666666666667,4,3
"983",4,3.75,3.72727272727273,3.25,4,4,3.08333333333333,4,3
"2324",2.6,2.25,3.09090909090909,2,2.75,2.5,2.25,7,2
"878",3,2.75,3.27272727272727,2.5,3,2.25,2.41666666666667,14,2
"664",3.4,3.75,2.54545454545455,2.75,2.25,3.25,2.33333333333333,2,3
"536",2,3.25,2.72727272727273,3,4,3,2.25,8,1
"877",1.8,3.25,2.72727272727273,2.5,3,1.5,2.33333333333333,4,1
"273",1.2,1.25,1.45454545454545,1.25,1.25,1.25,1.25,10,4
"1696",2.4,2.75,3.81818181818182,2.5,3.25,2.75,1.91666666666667,10,2
"1100",1,1,1,3.25,4,3.25,0.833333333333333,3,1
"571",2.6,2.5,2.72727272727273,2.25,1.75,3.25,2.25,4,4
"16",3.2,3.25,3.81818181818182,2.75,3.75,3.5,3,14,3
"1754",1.6,2,2.81818181818182,2.5,3,2.5,1.66666666666667,11,4
"2290",2.2,3.5,2.09090909090909,3.25,1.75,2.25,2.16666666666667,2,4
"690",2.8,2.75,3.36363636363636,3.25,4,1.75,2.25,5,1
"895",3,3,1.81818181818182,1.5,2.5,3,2.5,5,1
"893",3.2,3.5,2.72727272727273,2.5,2.75,2.5,2.91666666666667,10,2
"748",1.6,1.75,2.36363636363636,3,2,1.75,1.58333333333333,13,4
"2235",2.8,2.75,2.90909090909091,2.75,2.25,3.25,2.5,6,3
"1735",3.8,2,3.54545454545455,2.25,3.75,3,2.16666666666667,10,2
"1475",2.6,2.75,3,2.5,3.5,2.25,2.16666666666667,13,2
"1111",1.8,2.75,2.63636363636364,3.25,3.75,3.5,1.91666666666667,10,1
"488",2,2,2,3.25,2.5,3.25,1.66666666666667,10,1
"21",1.8,2.75,3.45454545454545,1.75,2,1.75,2,9,4
"1516",2.6,3.75,3.90909090909091,2.5,4,3,2.83333333333333,11,3
"1352",2.6,1.5,3.45454545454545,3,3.5,3.25,1.5,10,1
"1069",2.4,3.25,4.09090909090909,1.75,2.25,3.25,2.75,2,2
"2201",2,2,2.18181818181818,1.25,1.5,1.5,1.66666666666667,7,4
"1086",2.8,2.75,2.45454545454545,2.25,2.75,2.75,2.33333333333333,6,1
"2165",3,3,3.72727272727273,3.5,2.5,2.75,3,1,3
"279",1.2,1.75,2.63636363636364,1,1.5,1.5,1.75,4,4
"1372",3.2,2,4,3.25,3.5,3.25,2.16666666666667,4,3
"926",2.8,2.75,3.27272727272727,2.75,3.75,3,2.33333333333333,11,3
"1825",2.4,1.5,3.27272727272727,3.25,3.25,3.5,2.08333333333333,12,2
"255",2,2.25,3.18181818181818,2.5,1.75,3.25,1.66666666666667,3,4
"37",2.2,2.75,3,2.75,3.25,3,1.91666666666667,3,1
"1337",1.6,4.25,3.81818181818182,2,3,2.5,2.5,1,1
"551",2,2.25,2.09090909090909,1,1,2.5,1.66666666666667,9,4
"2105",3.2,1.5,1.90909090909091,2,1.75,2,2.08333333333333,7,4
"1455",1.6,2,2.81818181818182,2.5,3.75,2.75,1.41666666666667,14,4
"1402",3.6,3.5,3.90909090909091,3,3.25,3,3,14,3
"1526",3,2.75,3.27272727272727,3,3.75,2.25,2.33333333333333,6,1
"1419",3,2.5,1.72727272727273,2.5,3.5,3.5,2.25,4,3
"1105",3,3,3,1,1,1,2.5,4,4
"1523",2,2.5,3.18181818181818,2.25,3.5,2.75,2.08333333333333,13,1
"1959",2.6,3.25,3.09090909090909,1.75,3.75,2.5,2.5,2,2
"76",2.2,3.25,3.27272727272727,4,4,3.25,2.91666666666667,9,3
"307",2,2.75,3.54545454545455,2.5,3.25,3.25,1.91666666666667,4,1
"66",1,1,1,1,1.25,1,0.833333333333333,6,4
"398",2.4,2.25,2.45454545454545,1.5,3.25,2.5,2.08333333333333,11,4
"1849",3.2,2,4.09090909090909,3,2.5,2.75,2.33333333333333,12,2
"2103",2,2.25,1.72727272727273,2.5,2.5,2.25,1.83333333333333,7,4
"1819",2.4,4,4.63636363636364,4,3.25,2.5,3.08333333333333,13,3
"205",3.2,3,3.18181818181818,1.75,3.25,3.25,2.58333333333333,8,2
"1182",2.2,2,4.54545454545455,3.25,4,3.5,2.08333333333333,5,1
"497",2.4,2.75,2.45454545454545,2,3.25,2,2.33333333333333,12,2
"1896",3,3,3.09090909090909,3.25,3.5,3.25,2.66666666666667,10,3
"1479",2.4,2.75,2.36363636363636,3.25,3.75,3.25,2.08333333333333,8,3
"560",2.2,1.75,1.63636363636364,1.25,1,1.5,1.66666666666667,6,4
"2108",1.8,2,2.09090909090909,1.25,1.75,1.75,1.66666666666667,7,4
"2339",2,3,2.81818181818182,3,3,3.25,2,2,1
"1380",3,4,4,3.25,4,3.75,3.16666666666667,2,3
"69",2,2.5,3.63636363636364,2.5,3,3,2,5,1
"790",3.6,3.75,3.18181818181818,1.75,2.5,1.5,3,9,1
"79",2,2,2.90909090909091,3,3.75,3.75,1.66666666666667,1,1
"1747",2.8,2.75,3,3.25,3,3.25,2.58333333333333,6,3
"1018",2.2,2.25,2.63636363636364,2.5,4,2.75,1.91666666666667,6,1
"1456",2.8,2,3.45454545454545,3.25,4,2.75,2.58333333333333,14,2
"63",1.6,1.25,1.54545454545455,1,2,1.5,1.16666666666667,12,4
"896",3.4,3.75,2.72727272727273,2.75,3.75,2,3.08333333333333,9,2
"2276",1.8,2,2.81818181818182,3,2.25,2.25,1.66666666666667,12,4
"1680",1.8,2.25,2.72727272727273,3,3.75,3,1.58333333333333,4,1
"675",1,1,1,3.25,3.25,3.25,0.833333333333333,5,4
"587",2.4,1.5,3.72727272727273,2.25,1.5,1.75,1.91666666666667,3,4
"1702",2.6,2.75,4.27272727272727,2.75,3.5,3,2.5,8,2
"1649",2.6,2.25,3.27272727272727,3,3.5,3,1.75,13,1
"395",2,1.25,2.81818181818182,2.75,2.25,1.5,1.08333333333333,9,4
"1950",2.8,1.5,3.27272727272727,3.25,3.5,3.5,1.91666666666667,13,2
"327",1.6,2,1.54545454545455,2.75,4,3.25,1.58333333333333,14,1
"1844",1.4,2,1.81818181818182,2.75,3.25,3,1.33333333333333,7,4
"171",2,2,2,3,1.5,2.5,1.66666666666667,9,4
"2249",2.8,1.5,3.36363636363636,2.75,3,2.5,1.75,3,1
"528",2.2,1.75,2,1.75,2.5,2.25,1.58333333333333,9,4
"1044",2.6,2.75,2.72727272727273,2,3.25,2.25,2.25,5,1
"1958",2.4,2,4.09090909090909,2.5,3.25,2.75,1.75,4,1
"1101",1,1,3.36363636363636,3.25,4,3.25,0.833333333333333,12,1
"1311",2.2,2.25,1.18181818181818,2,3,2.25,1.75,7,4
"1628",2,2.25,1,2.75,3.25,2,1.66666666666667,6,4
"1990",1,1,1.63636363636364,2.5,4,3,0.833333333333333,3,4
"749",1.6,2.25,1,1,1,1,1.5,11,4
"759",1.6,2,1.45454545454545,2,2,2,1.5,7,4
"50",2.2,2.5,2.90909090909091,2.75,3.5,3.5,1.83333333333333,5,1
"158",2.4,1.5,3.45454545454545,3.25,3.25,4,1.58333333333333,4,1
"2394",1.6,1.5,2.18181818181818,1.75,1.25,1.25,1.33333333333333,12,4
"693",2,2.5,1.81818181818182,1.75,1.75,1.25,1.75,9,4
"90",3.2,1.75,3.18181818181818,2.5,2.5,2.75,2.08333333333333,12,2
"917",3.8,2.75,3.45454545454545,2.25,4,3,2.58333333333333,14,2
"774",4.8,4.5,4.36363636363636,3.75,3.5,3,4,3,3
"2327",2.8,2.75,2.54545454545455,2.25,2.75,2.25,2.33333333333333,1,1
"1556",2.6,2.75,1.81818181818182,2.5,3.5,2.25,2.33333333333333,12,2
"1880",3.4,3.25,4,3.25,3,3.5,2.58333333333333,8,3
"1084",2.8,2.5,2.81818181818182,2.5,4,4,2.33333333333333,4,3
"1873",2.6,2.75,3.18181818181818,3.25,3.25,2.5,2.25,7,1
"392",3.4,1.75,3.09090909090909,3,2.75,2.5,1.66666666666667,9,2
"2217",2.6,2,4.36363636363636,3.25,3,2.5,2.08333333333333,8,2
"865",3.2,3.25,3,3.25,2.25,3.25,2.5,5,3
"1331",3.2,2.25,3.90909090909091,3.25,3.25,3.25,2.58333333333333,12,2
"695",2.4,2.75,2,1.5,2.75,2,2.33333333333333,7,4
"1302",2.8,2.75,4.90909090909091,2.75,3.75,2.75,1.66666666666667,7,2
"1465",1.8,1.5,3.54545454545455,2.25,3.25,2.5,1.66666666666667,7,1
"113",3,3,3,2,2,2,2.5,14,1
"227",3.4,3.75,2.54545454545455,2.5,2.25,2.25,2.83333333333333,2,2
"1902",2.8,2.75,2.81818181818182,3.25,2.75,2.5,2.16666666666667,8,1
"1878",2,3.25,2.81818181818182,3.25,4,4,2.25,1,1
"2059",3,2,4.36363636363636,2.75,3.5,3,2,14,2
"576",1.8,2,2,2.75,3.25,2.75,1.66666666666667,12,1
"97",2.4,2.75,3.63636363636364,2.25,3.25,2.5,2.08333333333333,7,2
"1820",2,2.25,2.45454545454545,2.75,3.25,2.25,1.66666666666667,13,4
"2220",1.8,1.5,3.09090909090909,1.75,1.5,1.5,1.5,3,4
"1709",1.6,1.75,1.27272727272727,2,3,2.5,1.33333333333333,12,4
"387",2.2,2.5,2,3.25,3,3,2.16666666666667,11,1
"1591",2.4,2.5,3.27272727272727,2.5,3.75,2.25,2.33333333333333,12,2
"471",2.6,4,3.72727272727273,2.75,3,2,2.41666666666667,13,2
"1695",3.6,1.75,3.45454545454545,2.75,3.75,2.5,2,12,2
"343",3,3,3,1,1,1,2.5,8,4
"199",1.4,2.25,1.54545454545455,1.25,2.25,2,1.58333333333333,7,4
"914",3.2,2.25,3.18181818181818,3,3.25,3.5,2,9,3
"325",3,3,3.18181818181818,2.5,2.75,2.5,2.5,14,2
"1473",3,2.5,3.54545454545455,3,3,2.25,2.08333333333333,7,2
"2311",2.2,1.5,1.90909090909091,1.5,3,2.5,1.66666666666667,11,4
"166",2.6,2.5,2.45454545454545,2,2,2,2,8,4
"805",3.4,3.25,2.27272727272727,3.25,3.5,3.5,2.83333333333333,1,3
"1152",2.6,3.25,2.72727272727273,2.75,2.75,3.5,2.25,7,3
"1024",3.2,2.75,2.72727272727273,3.25,3.75,2.75,2.16666666666667,3,1
"462",1.8,2,2.90909090909091,3.25,3.5,3.5,1.33333333333333,7,1
"855",3.8,3.25,3.09090909090909,3,2,2.75,2.5,7,3
"808",3.2,2.5,2.36363636363636,3,3.25,3.25,2.08333333333333,9,3
"709",2.8,3.25,4.09090909090909,3.75,3.5,3,3,2,3
"1273",3.2,2,4,3.25,3.5,3.25,2.16666666666667,12,2
"1956",3.8,4.25,4.45454545454545,3.5,2.75,3.75,3.33333333333333,7,3
"1401",2.6,2,3.72727272727273,2.5,4,2,2.08333333333333,12,2
"336",2.6,2.5,2.45454545454545,2.75,2.25,2,1.91666666666667,4,4
"686",2.6,3,4.09090909090909,3.25,3,3.5,2.5,8,3
"585",2.4,3,2.54545454545455,3.25,4,3.25,2.25,9,3
"1813",1.8,2,4.36363636363636,3.25,3.25,2.75,1.58333333333333,9,2
"1796",3.4,3.25,3.27272727272727,2.75,3.25,3,2.91666666666667,6,3
"1692",2.4,2.5,3.18181818181818,3.25,3,2.25,2.33333333333333,5,1
"2131",2.8,2.5,1.63636363636364,2.25,2,2.5,2.08333333333333,10,4
"19",3.8,2.5,3.09090909090909,3.5,3.75,2.75,3.16666666666667,12,3
"482",1.8,2,3.18181818181818,1.5,2.5,2.25,1.66666666666667,5,4
"346",3.2,2.75,2.45454545454545,2.75,2.5,3,2.25,5,3
"445",1.8,1.75,1.36363636363636,1.75,2,2.5,1.33333333333333,2,4
"449",2.6,3.5,4.09090909090909,3.5,2.75,3.5,2.08333333333333,5,3
"1889",3.8,3.25,3,2.5,3.75,2.5,2.75,14,2
"2163",2.2,3.5,1.72727272727273,2,1.5,2.5,2.16666666666667,5,4
"189",3.6,3.25,3.54545454545455,4,3.75,4,3,14,3
"594",3.8,2.5,3.18181818181818,1.75,3,2.25,3,4,2
"1718",2.8,2.25,2.90909090909091,3,3.5,2.5,2.33333333333333,7,1
"2054",2.8,2.5,3.36363636363636,4,3.5,3,2.33333333333333,11,2
"204",1.4,1.25,2.27272727272727,2,3,2.25,1.16666666666667,9,4
"2291",3,3.25,2.45454545454545,2.25,2.75,2.5,2.33333333333333,8,2
"2381",1,2.25,2.27272727272727,2.75,4,2.5,1.33333333333333,1,4
"1964",2.8,2.5,3.63636363636364,3.25,3.25,2.5,2.16666666666667,4,1
"1328",3,2,3.09090909090909,2.75,3.5,3,2.08333333333333,5,1
"1297",3.2,2.25,2.27272727272727,3,3.25,3.5,2.25,8,3
"1573",2.4,2.25,3.27272727272727,2.25,3.5,1.25,2.25,3,1
"954",2,2.75,2,2.5,2.75,3.25,2.25,9,1
"366",3,3,3,3,3.25,3.5,2.5,4,3
"1425",3.2,1,4.72727272727273,2.75,2.75,2.5,1.91666666666667,12,2
"2219",1.8,2.25,1.54545454545455,1.25,1.75,1.25,1.75,12,4
"1928",2.4,2.25,2.90909090909091,3.25,3.25,2.5,1.83333333333333,14,1
"665",2.4,3,1.90909090909091,2.25,2,1.5,3,5,4
"376",2.4,2.5,2.45454545454545,1.25,2.5,1.5,1.91666666666667,7,4
"1812",2.8,1.75,2.72727272727273,2.5,3.75,3.5,1.58333333333333,12,1
"1743",2.4,2.75,2.90909090909091,3.25,3.75,2.5,2.41666666666667,9,1
"1259",2.4,3.5,3.18181818181818,3.25,3.75,3,2.58333333333333,8,3
"2033",2.4,2.75,3.45454545454545,2.5,4,2.5,2.16666666666667,6,2
"831",3,3,3,2,2,2,2.5,8,2
"1432",2.2,2.75,2.81818181818182,1.75,3.25,1.25,1.91666666666667,13,2
"621",2.6,4.25,4.45454545454545,3.25,3.75,2.75,2.25,6,3
"1805",2.4,3,2.36363636363636,2.75,3.25,3.5,2.25,6,3
"1622",2.6,3,3.27272727272727,2,2.75,1.75,2.25,1,1
"1845",3.6,3.25,3.18181818181818,3.5,3.75,3.5,3,14,3
"2272",1,1,1.36363636363636,1,1.75,1.25,0.833333333333333,14,4
"2192",2.6,2.75,2.90909090909091,2.5,1.75,2,2.41666666666667,8,4
"638",2.8,2.25,1.90909090909091,2.75,2.75,3.5,1.66666666666667,9,1
"901",4,3.25,4.27272727272727,3.75,3.75,2.75,3,14,3
"112",2.2,3,1.54545454545455,2.5,3.25,3.25,2,14,1
"1002",2.4,3.25,2.63636363636364,3.25,4,2.75,2.33333333333333,7,1
"2003",4.6,2.25,4.18181818181818,4,3.75,3.5,2.66666666666667,14,3
"1416",2.6,4.25,3.45454545454545,3.25,3.5,2.75,3.16666666666667,14,3
"2112",1.4,1.5,1.81818181818182,1.75,2.75,1.25,1.25,11,4
"1590",3.2,1.75,2.27272727272727,2.25,3.25,2.75,2,14,4
"2234",2.6,2.5,2.63636363636364,2.5,1.5,1.5,1.83333333333333,6,4
"1739",2.4,1.75,2.63636363636364,2,3.5,2.5,1.91666666666667,12,4
"67",3,2.25,4.36363636363636,4,4,3,2.5,10,2
"188",1.8,1.5,1.72727272727273,1,2,1.5,1.16666666666667,12,4
"183",3.4,2.5,3.45454545454545,3.25,4,3.5,2.75,7,3
"32",3.4,2,2.54545454545455,2.5,3,3.25,2,6,1
"202",2.4,2.25,2.36363636363636,2.5,3.75,3.5,1.83333333333333,3,1
"1348",3.2,2.25,2.90909090909091,2,3.25,2.25,2,7,2
"755",2,2.5,3.27272727272727,2.5,3.25,3,1.66666666666667,6,1
"447",1.6,1,1.36363636363636,2,2,3.25,1.08333333333333,10,4
"1753",3,2.75,2.81818181818182,2,3.5,3,2.41666666666667,5,2
"1382",3,3.5,3.18181818181818,2,3.5,2,2.66666666666667,5,2
"1434",1.6,1,2.27272727272727,2,3.75,2.75,1.25,8,4
"253",1.6,1.5,1.63636363636364,1,1,1,1.16666666666667,7,4
"225",3.2,2.25,3.09090909090909,3,3,3.25,2.33333333333333,9,3
"2072",2.6,3,3.09090909090909,2.75,3,2.5,2.25,10,2
"609",3,2.25,1.54545454545455,3,3.25,2.75,2.08333333333333,6,1
"174",2.8,2.75,4.09090909090909,3,3.75,3.25,2.16666666666667,5,1
"643",1.6,2.25,3.09090909090909,1.75,1.75,1.75,2.08333333333333,5,4
"1244",2.4,2.75,2.54545454545455,2.25,3,2.5,2.16666666666667,1,1
"2028",3.2,3,3.09090909090909,3.25,3.5,3.5,2.5,8,3
"863",3,2,2.72727272727273,2,3.5,1.75,2.08333333333333,7,1
"1082",2.6,2.75,2,2,3.25,3.25,2.33333333333333,9,1
"1243",2.8,3,2.18181818181818,2.5,2.5,3.25,2.33333333333333,6,3
"338",2.8,2,4.36363636363636,3.25,3.5,3,2.41666666666667,9,2
"1491",4,2.25,2.90909090909091,3.25,3.25,3,2,6,3
"1254",2.2,2.5,3,2.25,4,2,1.91666666666667,9,2
"1947",2.8,3.25,3.09090909090909,3.25,3.5,3.25,2.5,9,3
"1821",3,2.75,4.36363636363636,3.25,3.25,2.75,2.41666666666667,14,2
"1388",2.8,3,3.27272727272727,2.75,3.75,2.5,2.5,5,1
"46",3.2,3,3.18181818181818,3.25,3.25,2.5,2.58333333333333,4,3
"1204",6,4.25,4.63636363636364,3.25,4,4,4.16666666666667,1,3
"1607",2.8,3,3.63636363636364,2.75,3.75,2.5,2.25,7,1
"1733",2.2,3,3.54545454545455,3.25,3.5,4,2.08333333333333,8,1
"203",2.4,2,2.54545454545455,2.5,3.5,3,1.75,13,1
"1444",2.2,2,3.18181818181818,4,4,3.5,2.16666666666667,14,2
"1124",2.8,2.75,3,2.5,3.5,2.75,2.08333333333333,11,2
"1852",2.4,1.75,3.18181818181818,2.25,3.5,3,1.83333333333333,14,1
"651",2.2,2.75,2.45454545454545,1,1.25,1.5,2.08333333333333,14,4
"1108",2.8,2.5,3,2.5,3.25,2,2.25,11,2
"881",3.2,2.75,3.18181818181818,2.5,2,1.5,2.08333333333333,7,4
"1042",2.6,2.5,2.72727272727273,3.25,3.25,3.25,2.08333333333333,4,1
"1358",2.8,2.75,3.81818181818182,3.25,2.75,3.25,2.25,14,2
"1759",3.4,2.25,3.81818181818182,3,3.75,3.25,2.66666666666667,10,2
"2058",3.4,2.25,2.81818181818182,3,3.75,3,2.25,7,3
"1836",1.8,1.75,2.90909090909091,3.25,3.25,3.75,1.66666666666667,7,1
"635",3.2,2.25,4,4,3,2.5,2.66666666666667,7,3
"559",2.8,1.5,2,2.5,3.25,2.5,2.08333333333333,13,4
"300",2,2.75,3.90909090909091,3.25,3.25,4,2.08333333333333,6,1
"2390",2.8,3.25,2.90909090909091,2.75,1.75,1.75,2.33333333333333,11,1
"1098",6,5,2.18181818181818,3.25,3.75,3.25,4.66666666666667,7,3
"148",3.4,3.5,3.09090909090909,3.25,3.25,3.25,3,8,3
"1409",3.8,4.25,3.90909090909091,3.25,3.75,3.5,3.33333333333333,8,3
"1022",1.8,2.75,3.54545454545455,2.75,3.25,3.25,2.08333333333333,1,1
"120",2.4,4,2.54545454545455,2.75,3.75,3,2.25,13,2
"971",2.6,3.5,4.09090909090909,2.75,3.75,2.5,2.66666666666667,12,3
"1653",3.8,2.5,4.18181818181818,2.25,3.25,2.75,2.58333333333333,3,2
"415",1.8,1.75,3.36363636363636,1,2,1.75,1.41666666666667,6,4
"685",2,2.5,2.54545454545455,3,2.75,3.25,1.58333333333333,4,1
"1420",3.2,2.5,3.63636363636364,2.25,3.75,2.5,2.08333333333333,14,2
"469",2,3.25,3.09090909090909,2.75,3.25,3.25,2.41666666666667,7,3
"661",3.6,2.5,1.36363636363636,3.25,3.5,3.25,2.5,5,1
"71",3.4,3,2.90909090909091,2,2,2,2.5,12,1
"81",1.8,2.5,2.72727272727273,2.75,2.75,2.5,1.66666666666667,5,4
"1855",3,2.75,3.27272727272727,4,4,2,2.66666666666667,7,3
"1226",3.6,2.25,3.09090909090909,3.25,3.25,2.75,2.5,4,3
"1594",3,2.25,2.90909090909091,2.5,3,2.5,2.08333333333333,9,2
"1977",1.6,2.75,2.09090909090909,3.25,3.25,3.25,1.66666666666667,7,1
"1582",2.8,2,3.36363636363636,3.25,3.25,3,1.91666666666667,4,1
"1983",2.4,2.5,3.27272727272727,3.25,3.25,2.75,2.33333333333333,4,1
"1496",2.6,3,2.54545454545455,2.25,2.75,2.5,2.08333333333333,8,2
"1621",2.2,2.25,2,2,3.25,2,1.75,10,4
"2032",1.8,2,1.63636363636364,1.25,3.5,2,1.5,4,4
"1013",1,1,1,2.5,2.5,2.75,0.833333333333333,6,4
"967",2,2.5,3.09090909090909,2.75,3.25,2.75,2,6,1
"681",1.8,2.25,3,2,2.75,2.25,1.91666666666667,10,4
"161",2.6,3.25,3.36363636363636,3.25,4,4,2.08333333333333,4,1
"1234",2.4,1,2.36363636363636,3.25,4,4,1.41666666666667,7,1
"1645",3,2.25,2.90909090909091,3.25,3.75,3.5,2.33333333333333,6,3
"1737",4,4,2.18181818181818,3.25,3.75,3.5,3.33333333333333,12,3
"1440",2.6,1.5,3,3.25,3.25,3,2,7,1
"14",2.4,2.25,2.27272727272727,4,3.25,3.75,2.41666666666667,14,2
"673",2,1,2,2.75,2,1.75,1.58333333333333,7,4
